videos
,2022-04-10 00:00:00,event_start_time,event_end_time,event,detail
,,2022-04-10 00:00:10,2022-04-10 00:00:27
,,2022-04-10 00:00:40,2022-04-10 00:01:00
,,2022-04-10 00:01:13,2022-04-10 00:01:33
,,2022-04-10 00:01:47,2022-04-10 00:02:08
""
,2022-04-12 00:00:00,event_start_time,event_end_time,event,detail
,,2022-04-12 00:00:10,2022-04-12 00:00:14
,,2022-04-12 00:00:30,2022-04-12 00:00:33
,,2022-04-12 00:00:53,2022-04-12 00:00:54
""
""
""
